1	0.00801979	0.4;-0.2;	0.4;-0.2;	0	0.5175
2	0.0091995	0.4;-0.2;	0.4;-0.2;	-0.1983	0.51875
3	0.00581055	0.4;-0.2;	0.4;-0.2;	-0.367132	0.932357
4	0.00901454	0.4;-0.2;	0.4;-0.2;	-0.504743	1.28439
5	0.00186516	0.4;-0.2;	0.4;-0.2;	-0.627475	1.57335
6	0.00918425	0.4;-0.2;	0.4;-0.2;	-0.72355	1.83183
7	0.000316686	0.4;-0.2;	0.4;-0.2;	-0.813649	2.03491
8	0.00980989	0.4;-0.2;	0.4;-0.2;	-0.880281	2.22523
9	0.00357193	0.4;-0.2;	0.4;-0.2;	-0.943018	2.36647
10	0.00934187	0.4;-0.2;	0.4;-0.2;	-0.99035	2.49923

